ProductionBudget,WorldwideGross
100000000.0,7094995.0
100000000.0,98227017.0
99000000.0,250091610.0
99000000.0,190131036.0
99000000.0,85210012.0
98000000.0,435040395.0
97600000.0,224418748.0
97000000.0,183124621.0
97000000.0,238521247.0
95000000.0,534551353.0
95000000.0,879765137.0
95000000.0,159691085.0
95000000.0,294680778.0
95000000.0,223050874.0
95000000.0,104907746.0
95000000.0,165720921.0
95000000.0,263898761.0
95000000.0,65700000.0
95000000.0,94894448.0
95000000.0,91669648.0
95000000.0,108874967.0
94000000.0,936094852.0
94000000.0,1120224046.0
94000000.0,919148764.0
94000000.0,273330185.0
94000000.0,404561724.0
93000000.0,891276824.0
93000000.0,365900000.0
93000000.0,470986200.0
92500000.0,162839667.0
92000000.0,631441092.0
92000000.0,304249198.0
92000000.0,23911362.0
92000000.0,18517322.0
91000000.0,187861183.0
90000000.0,961812351.0
90000000.0,587790539.0
90000000.0,511358276.0
90000000.0,347425832.0
90000000.0,498438212.0
90000000.0,424536881.0
90000000.0,886686817.0
90000000.0,375819800.0
90000000.0,288693989.0
90000000.0,304978999.0
90000000.0,487519809.0
90000000.0,377312380.0
90000000.0,289660619.0
90000000.0,259736090.0
90000000.0,303500000.0
90000000.0,191145256.0
90000000.0,239373970.0
90000000.0,165900000.0
90000000.0,202910991.0
90000000.0,366101666.0
90000000.0,162136124.0
90000000.0,249517956.0
90000000.0,186049020.0
90000000.0,203932174.0
90000000.0,244041804.0
90000000.0,235900000.0
90000000.0,155750628.0
90000000.0,191200000.0
90000000.0,162753837.0
90000000.0,200859554.0
90000000.0,157092943.0
90000000.0,328325007.0
90000000.0,143049560.0
90000000.0,169400000.0
90000000.0,106000000.0
90000000.0,273477501.0
90000000.0,87420776.0
90000000.0,203653524.0
90000000.0,120100000.0
90000000.0,140900000.0
90000000.0,65716126.0
90000000.0,63356133.0
90000000.0,139877913.0
90000000.0,10551417.0
90000000.0,20466016.0
88000000.0,495700000.0
88000000.0,105021488.0
88000000.0,159487563.0
87500000.0,333132750.0
87000000.0,350100280.0
86000000.0,148715342.0
85000000.0,427230516.0
85000000.0,385000317.0
85000000.0,450728529.0
85000000.0,311001124.0
85000000.0,315268353.0
85000000.0,359347833.0
85000000.0,299477886.0
85000000.0,276014965.0
85000000.0,378659142.0
85000000.0,363664533.0
85000000.0,340384141.0
85000000.0,207884401.0
85000000.0,185708462.0
85000000.0,311744465.0
85000000.0,224614744.0
85000000.0,250649836.0
85000000.0,191932158.0
85000000.0,150422946.0
85000000.0,66941559.0
85000000.0,173613482.0
85000000.0,205190324.0
85000000.0,157794205.0
85000000.0,161510853.0
85000000.0,96971293.0
85000000.0,137298489.0
85000000.0,80831893.0
85000000.0,148947564.0
85000000.0,345033359.0
85000000.0,44650003.0
85000000.0,113026383.0
85000000.0,78353508.0
85000000.0,78948765.0
85000000.0,113487912.0
85000000.0,83080084.0
85000000.0,48915163.0
85000000.0,74120792.0
85000000.0,35681080.0
84000000.0,435903708.0
84000000.0,276294164.0
84000000.0,166307945.0
84000000.0,141507355.0
82500000.0,237685089.0
82500000.0,143985708.0
82500000.0,222640812.0
82500000.0,160388063.0
82000000.0,191558505.0
82000000.0,268268174.0
82000000.0,201852140.0
82000000.0,96024898.0
81000000.0,484468608.0
80000000.0,677923379.0
80000000.0,586764305.0
80000000.0,457697994.0
80000000.0,310570560.0
80000000.0,469500298.0
80000000.0,266824291.0
80000000.0,446272914.0
80000000.0,416385488.0
80000000.0,343397247.0
80000000.0,245800000.0
80000000.0,349464664.0
80000000.0,247023808.0
80000000.0,349088523.0
80000000.0,226739416.0
80000000.0,260636271.0
80000000.0,299461782.0
80000000.0,266685242.0
80000000.0,168311558.0
80000000.0,241200000.0
80000000.0,221468935.0
80000000.0,183354514.0
80000000.0,214974953.0
80000000.0,182782518.0
80000000.0,180585259.0
80000000.0,224117573.0
80000000.0,204774690.0
80000000.0,165173909.0
80000000.0,158750817.0
80000000.0,177993801.0
80000000.0,180188905.0
80000000.0,250180384.0
80000000.0,210315681.0
80000000.0,213682073.0
80000000.0,158926474.0
80000000.0,170805525.0
80000000.0,237370350.0
80000000.0,142783718.0
80000000.0,164800000.0
80000000.0,106515310.0
80000000.0,147080413.0
80000000.0,69618634.0
80000000.0,136047317.0
80000000.0,96135872.0
80000000.0,181038616.0
80000000.0,131159306.0
80000000.0,100378271.0
80000000.0,98983590.0
80000000.0,71485043.0
80000000.0,50632037.0
80000000.0,135432019.0
80000000.0,141475336.0
80000000.0,58270391.0
80000000.0,119668350.0
80000000.0,98341932.0
80000000.0,105299638.0
80000000.0,101371017.0
80000000.0,99010667.0
80000000.0,123368842.0
80000000.0,66554547.0
80000000.0,158908290.0
80000000.0,130818912.0
80000000.0,108469033.0
80000000.0,29725663.0
80000000.0,54540662.0
80000000.0,56984219.0
80000000.0,26703184.0
80000000.0,86787530.0
80000000.0,69131860.0
80000000.0,20841123.0
80000000.0,33463969.0
80000000.0,113325743.0
80000000.0,40147042.0
80000000.0,6300451.0
79300000.0,986214868.0
79000000.0,318146162.0
79000000.0,150519217.0
78000000.0,317668058.0
78000000.0,274392649.0
78000000.0,206455420.0
78000000.0,108086731.0
78000000.0,179265204.0
78000000.0,43957541.0
77500000.0,102028919.0
77000000.0,190376181.0
76000000.0,975216835.0
76000000.0,236410607.0
76000000.0,69845011.0
76000000.0,35129610.0
75000000.0,885302500.0
75000000.0,817400878.0
75000000.0,514602427.0
75000000.0,632483611.0
75000000.0,1032596894.0
75000000.0,618638999.0
75000000.0,651899282.0
75000000.0,556559566.0
75000000.0,272223000.0
75000000.0,371741123.0
75000000.0,296872367.0
75000000.0,342416460.0
75000000.0,336069511.0
75000000.0,196320329.0
75000000.0,392879661.0
75000000.0,202822861.0
75000000.0,342769200.0
75000000.0,155708695.0
75000000.0,197504758.0
75000000.0,97387965.0
75000000.0,211562435.0
75000000.0,218673959.0
75000000.0,221593554.0
75000000.0,141267370.0
75000000.0,213500000.0
75000000.0,119512771.0
75000000.0,73521587.0
75000000.0,188125727.0
75000000.0,94944017.0
75000000.0,131492772.0
75000000.0,95572749.0
75000000.0,108517735.0
75000000.0,85632458.0
75000000.0,72785169.0
75000000.0,54344321.0
75000000.0,71523271.0
75000000.0,39251128.0
75000000.0,127361412.0
75000000.0,89758389.0
75000000.0,77636443.0
75000000.0,219519367.0
75000000.0,50409753.0
75000000.0,36751979.0
75000000.0,34009180.0
75000000.0,14623082.0
75000000.0,30626690.0
75000000.0,5409517.0
75000000.0,16286699.0
74000000.0,1159631140.0
74000000.0,311013181.0
73243106.0,248099143.0
73000000.0,162870525.0
73000000.0,352327887.0
73000000.0,103891409.0
73000000.0,50168294.0
72500000.0,527071022.0
72500000.0,109362966.0
72500000.0,71880305.0
72500000.0,86802457.0
72000000.0,176101721.0
72000000.0,209045244.0
72000000.0,96947540.0
72000000.0,54616869.0
72000000.0,37306334.0
72000000.0,62176754.0
71682975.0,257641634.0
71500000.0,294156605.0
70702619.0,408250578.0
70000000.0,935253978.0
70000000.0,461630558.0
70000000.0,443483213.0
70000000.0,469566806.0
70000000.0,351500000.0
70000000.0,310138178.0
70000000.0,267200000.0
70000000.0,297718711.0
70000000.0,308700000.0
70000000.0,316915264.0
70000000.0,300854823.0
70000000.0,239813888.0
70000000.0,207154748.0
70000000.0,175807183.0
70000000.0,207068340.0
70000000.0,202726605.0
70000000.0,250700000.0
70000000.0,172878928.0
70000000.0,213463976.0
70000000.0,172543519.0
70000000.0,156815529.0
70000000.0,114658262.0
70000000.0,158702748.0
70000000.0,183353431.0
70000000.0,117800000.0
70000000.0,123954323.0
70000000.0,131011757.0
70000000.0,160379930.0
70000000.0,122737201.0
70000000.0,220241723.0
70000000.0,94973540.0
70000000.0,54243441.0
70000000.0,137431619.0
70000000.0,70546865.0
70000000.0,88933562.0
70000000.0,116625798.0
70000000.0,137022245.0
70000000.0,61031932.0
70000000.0,131445884.0
70000000.0,49730854.0
70000000.0,69792704.0
70000000.0,60279822.0
70000000.0,69157016.0
70000000.0,58757178.0
70000000.0,49252761.0
70000000.0,103735965.0
70000000.0,65409046.0
70000000.0,19870567.0
70000000.0,33076815.0
70000000.0,25852508.0
70000000.0,58953319.0
70000000.0,73591500.0
70000000.0,14294842.0
70000000.0,13596911.0
70000000.0,20107933.0
70000000.0,19665004.0
70000000.0,35417162.0
70000000.0,38992292.0
69000000.0,543464573.0
69000000.0,86796502.0
69000000.0,145951861.0
68000000.0,706102828.0
68000000.0,193500000.0
68000000.0,217214143.0
68000000.0,113542091.0
68000000.0,87173475.0
68000000.0,77224232.0
68000000.0,75685268.0
68000000.0,33462011.0
68000000.0,60265197.0
68000000.0,54462971.0
67500000.0,350976753.0
67500000.0,118556530.0
67500000.0,137489730.0
67000000.0,44612280.0
67000000.0,18115927.0
67000000.0,25357771.0
66000000.0,211700000.0
66000000.0,189176423.0
66000000.0,194169619.0
65000000.0,485035085.0
65000000.0,374105123.0
65000000.0,273346281.0
65000000.0,386116343.0
65000000.0,335802271.0
65000000.0,465377200.0
65000000.0,527103195.0
65000000.0,438420442.0
65000000.0,172825854.0
65000000.0,261400000.0
65000000.0,250800000.0
65000000.0,163527824.0
65000000.0,232585748.0
65000000.0,211739043.0
65000000.0,128107642.0
65000000.0,262758310.0
65000000.0,233700000.0
65000000.0,128874043.0
65000000.0,139829625.0
65000000.0,255000000.0
65000000.0,137768975.0
65000000.0,148345997.0
65000000.0,163295654.0
65000000.0,69688384.0
65000000.0,141205169.0
65000000.0,180148897.0
65000000.0,163294711.0
65000000.0,104264617.0
65000000.0,156974557.0
65000000.0,168065700.0
65000000.0,131353165.0
65000000.0,48164150.0
65000000.0,43545364.0
65000000.0,221297061.0
65000000.0,240647629.0
65000000.0,152012772.0
65000000.0,39017984.0
65000000.0,100820947.0
65000000.0,72516819.0
65000000.0,33447612.0
65000000.0,62761005.0
65000000.0,58545540.0
65000000.0,38253433.0
65000000.0,56824633.0
65000000.0,41636243.0
65000000.0,74575290.0
65000000.0,39194264.0
65000000.0,17218916.0
65000000.0,40650842.0
65000000.0,21774432.0
65000000.0,10014234.0
65000000.0,26670920.0
65000000.0,122519874.0
64000000.0,101636047.0
64000000.0,63200000.0
63700000.0,133603463.0
63000000.0,1045573035.0
63000000.0,296338663.0
63000000.0,188494082.0
63000000.0,68310140.0
63000000.0,25052000.0
62000000.0,207500000.0
62000000.0,127630030.0
62000000.0,107822813.0
62000000.0,152616451.0
62000000.0,40159017.0
62000000.0,18708848.0
61000000.0,367160781.0
61000000.0,145594548.0
61000000.0,310566162.0
61000000.0,132493015.0
61000000.0,265878536.0
61000000.0,81152505.0
60720000.0,525018479.0
60000000.0,516567575.0
60000000.0,468084718.0
60000000.0,454161935.0
60000000.0,253555383.0
60000000.0,247812011.0
60000000.0,290701374.0
60000000.0,264118201.0
60000000.0,238524556.0
60000000.0,214357371.0
60000000.0,172450423.0
60000000.0,356429941.0
60000000.0,176262839.0
60000000.0,164285587.0
60000000.0,149705852.0
60000000.0,218613188.0
60000000.0,217602967.0
60000000.0,200700000.0
60000000.0,199043309.0
60000000.0,152457863.0
60000000.0,165890634.0
60000000.0,196439693.0
60000000.0,170200225.0
60000000.0,157670733.0
60000000.0,135015330.0
60000000.0,206598789.0
60000000.0,217370736.0
60000000.0,130968579.0
60000000.0,124715863.0
60000000.0,137551594.0
60000000.0,100230832.0
60000000.0,186883563.0
60000000.0,126037057.0
60000000.0,102332848.0
60000000.0,165048228.0
60000000.0,252091016.0
60000000.0,90558582.0
60000000.0,162778384.0
60000000.0,195194085.0
60000000.0,71719931.0
60000000.0,87123569.0
60000000.0,129832389.0
60000000.0,99823958.0
60000000.0,159946489.0
60000000.0,175863783.0
60000000.0,57833603.0
60000000.0,56709981.0
60000000.0,101134059.0
60000000.0,108119662.0
60000000.0,159356941.0
60000000.0,98819789.0
60000000.0,100645801.0
60000000.0,90482317.0
60000000.0,111898741.0
60000000.0,113461527.0
60000000.0,104429625.0
60000000.0,131377412.0
60000000.0,104324083.0
60000000.0,101292343.0
60000000.0,70893782.0
60000000.0,160700000.0
60000000.0,95538560.0
60000000.0,68336997.0
60000000.0,104100903.0
60000000.0,197578586.0
60000000.0,105703325.0
60000000.0,57604723.0
60000000.0,82812456.0
60000000.0,67312826.0
60000000.0,82150183.0
60000000.0,108996113.0
60000000.0,81079566.0
60000000.0,78481410.0
60000000.0,124514011.0
60000000.0,88832210.0
60000000.0,36850101.0
60000000.0,78080697.0
60000000.0,47818913.0
60000000.0,121327628.0
60000000.0,33956608.0
60000000.0,32983332.0
60000000.0,47371191.0
60000000.0,62599159.0
60000000.0,54994757.0
60000000.0,38522450.0
60000000.0,75965567.0
60000000.0,39235486.0
60000000.0,30317425.0
60000000.0,84154026.0
60000000.0,147985373.0
60000000.0,71073932.0
60000000.0,26673953.0
60000000.0,80767884.0
60000000.0,49473093.0
60000000.0,48585416.0
60000000.0,49238525.0
60000000.0,35319689.0
60000000.0,39006188.0
60000000.0,20541668.0
60000000.0,66655938.0
60000000.0,39412019.0
60000000.0,14816494.0
60000000.0,14816379.0
60000000.0,29575033.0
60000000.0,12069719.0
60000000.0,50648806.0
60000000.0,10597070.0
60000000.0,24148488.0
60000000.0,30396134.0
60000000.0,13233220.0
60000000.0,11427090.0
60000000.0,194058503.0
60000000.0,2369336.0
59000000.0,87527651.0
59000000.0,28296983.0
58000000.0,784157111.0
58000000.0,547326372.0
58000000.0,158893300.0
58000000.0,188715611.0
58000000.0,87100000.0
58000000.0,50365498.0
58000000.0,100687083.0
58000000.0,93672764.0
58000000.0,59431365.0
58000000.0,41348628.0
58000000.0,100929666.0
58000000.0,80480566.0
58000000.0,31627370.0
57500000.0,415247258.0
57500000.0,295874190.0
57500000.0,58879681.0
57000000.0,153007424.0
57000000.0,149217355.0
57000000.0,104364680.0
57000000.0,38329114.0
57000000.0,62097495.0
56200000.0,212721142.0
56000000.0,195484552.0
56000000.0,198006880.0
56000000.0,47856383.0
56000000.0,359295591.0
55000000.0,1072507517.0
55000000.0,679838260.0
55000000.0,362605033.0
55000000.0,893423212.0
55000000.0,366784257.0
55000000.0,330425040.0
55000000.0,307311093.0
55000000.0,347100000.0
55000000.0,300200000.0
55000000.0,273814019.0
55000000.0,381367046.0
55000000.0,220648184.0
55000000.0,174463257.0
55000000.0,232354205.0
55000000.0,351767147.0
55000000.0,192903624.0
55000000.0,371985018.0
55000000.0,282300000.0
55000000.0,152269033.0
55000000.0,163838217.0
55000000.0,159387195.0
55000000.0,214392904.0
55000000.0,212200000.0
55000000.0,198750909.0
55000000.0,252780166.0
55000000.0,87473024.0
55000000.0,196565669.0
55000000.0,176469428.0
55000000.0,189624452.0
55000000.0,98699769.0
55000000.0,153535982.0
55000000.0,63408614.0
55000000.0,149022650.0
55000000.0,71189835.0
55000000.0,122079192.0
55000000.0,110387072.0
55000000.0,158500000.0
55000000.0,129075270.0
55000000.0,153770052.0
55000000.0,79312301.0
55000000.0,151947179.0
55000000.0,77548122.0
55000000.0,70692101.0
55000000.0,90552675.0
55000000.0,38564422.0
55000000.0,113805580.0
55000000.0,67130045.0
55000000.0,47213095.0
55000000.0,34105207.0
55000000.0,63537164.0
55000000.0,43980363.0
55000000.0,43070915.0
55000000.0,74966854.0
55000000.0,136143605.0
55000000.0,53913573.0
55000000.0,60209334.0
55000000.0,18582965.0
55000000.0,74870866.0
55000000.0,22438144.0
55000000.0,12923936.0
55000000.0,11532774.0
55000000.0,22597969.0
55000000.0,9521458.0
55000000.0,28231444.0
55000000.0,69722444.0
55000000.0,6521829.0
55000000.0,1147784.0
55000000.0,1807990.0
54000000.0,190400000.0
54000000.0,154338601.0
54000000.0,130402010.0
54000000.0,166617328.0
54000000.0,66772386.0
54000000.0,50719373.0
54000000.0,7126002.0
53012938.0,107190108.0
53000000.0,109848461.0
53000000.0,131159781.0
53000000.0,98837872.0
53000000.0,139801096.0
53000000.0,179199536.0
53000000.0,54207112.0
53000000.0,63657941.0
53000000.0,50187789.0
53000000.0,22852487.0
52500000.0,134612435.0
52000000.0,355612291.0
52000000.0,603604074.0
52000000.0,205727307.0
52000000.0,217569328.0
52000000.0,110400000.0
52000000.0,75997067.0
52000000.0,97709034.0
52000000.0,47407635.0
52000000.0,53139168.0
52000000.0,26922492.0
51000000.0,149270999.0
51000000.0,118583844.0
51000000.0,99624873.0
51000000.0,46815807.0
50200000.0,126931325.0
50000000.0,687557727.0
50000000.0,491812794.0
50000000.0,556016627.0
50000000.0,331333876.0
50000000.0,390500000.0
50000000.0,273552592.0
50000000.0,241504989.0
50000000.0,314111923.0
50000000.0,202173000.0
50000000.0,217194805.0
50000000.0,172246223.0
50000000.0,257972745.0
50000000.0,171269535.0
50000000.0,257805243.0
50000000.0,213591522.0
50000000.0,347015047.0
50000000.0,178503788.0
50000000.0,223564608.0
50000000.0,173453994.0
50000000.0,225990976.0
50000000.0,222383055.0
50000000.0,159745279.0
50000000.0,238059569.0
50000000.0,128402901.0
50000000.0,185798265.0
50000000.0,216564840.0
50000000.0,147142328.0
50000000.0,179769457.0
50000000.0,161626121.0
50000000.0,152022333.0
50000000.0,186450317.0
50000000.0,161941727.0
50000000.0,118729073.0
50000000.0,111300835.0
50000000.0,208094550.0
50000000.0,96469187.0
50000000.0,130214162.0
50000000.0,190023573.0
50000000.0,105103784.0
50000000.0,117211892.0
50000000.0,144110682.0
50000000.0,88316835.0
50000000.0,156399644.0
50000000.0,71052604.0
50000000.0,236799211.0
50000000.0,214949716.0
50000000.0,146195159.0
50000000.0,104488383.0
50000000.0,69411370.0
